Numéro;État courant;Motif de rejet;Commentaire de l'état;Type de demande de paiement;Type facture;Type de facture de travaux;Cadre de facturation;Date Fournisseur;Date de création;Date de dépôt;Date état courant;Date échéance paiement;Valideur 1 (date de validation);Valideur 2 (date de validation);Fournisseur (type d'identifiant);Fournisseur (identifiant);Fournisseur (désignation);Fournisseur (TVA intracommunautaire);Fournisseur (code service);Fournisseur (service);Destinataire (type d'identifiant);Destinataire (identifiant);Destinataire (désignation);Destinataire (TVA intracommunautaire);Destinataire (code service);Destinataire (service);Mode de dépôt;Mt HT;Mt TTC;Montant à payer;Montant TTC avant remise;Montant remise globale TTC;Motif;Montant TVA;Devise de la facture;Type de TVA;Motif d'éxoneration;Certificat de dépôt n°;Identifiant numérisation;Numéro de la facture d'origine;Numéro DP mandat;Numéro du bon de commande;Numéro de marché;Coordonnées bancaires;BIC ou Swift;Mode de règlement;Document précédent (numéro);Document précédent (type de pièce);Document suivant (numéro);Document suivant (type de pièce);Dossier de facturation;Commentaire;Numéro de lot transmis;Date modification;Telechargée;Emetteur (type d'identifiant);Emetteur (identifiant);Emetteur (désignation);Affactureur (type d'identifiant);Affactureur (identifiant);Affactureur (désignation);Maîtrise d’oeuvre (type d'identifiant);Maîtrise d’oeuvre (identifiant);Maîtrise d’oeuvre (désignation);Maîtrise d’oeuvre (TVA intracommunautaire);Maîtrise d'oeuvre (code service);Maîtrise d’oeuvre (service);Maîtrise d’ouvrage (type d'identifiant);Maîtrise d’ouvrage (identifiant);Maîtrise d’ouvrage (désignation);Maîtrise d’ouvrage (TVA intracommunautaire);Maîtrise d’ouvrage (code service);Maîtrise d’ouvrage (service);Valideur 1 (type d'identifiant);Valideur 1 (identifiant);Valideur 1 (désignation);Valideur 2 (type d'identifiant);Valideur 2 (identifiant);Valideur 2 (désignation);
"3455-PSC1548-DP51";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"06/10/2020";"06/10/2020";"06/10/2020";"20/10/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"96850255900105";"EGIS RAIL";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"36593.79";"43912.55";"43912.55";"43912.55";"";"";"7318.76";"Euro européen";"TVA sur les encaissements";"";"sVCCOZrbuUQcN+2P4Au2bJvzvCjaFUT7/LwcKkDx33U=";"";"";"";"CENG 889";"2015PSC048";"";"";"Virement";"";"";"";"";"";"";"";"20/10/2020";"Oui";"Structure avec N° SIRET";"96850255900105";"EGIS RAIL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"3455-PSC1614-DP35";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"06/10/2020";"06/10/2020";"06/10/2020";"23/10/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"96850255900105";"EGIS RAIL";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"45603.71";"54724.45";"54724.45";"54724.45";"";"";"9120.74";"Euro européen";"TVA sur les encaissements";"";"fMfURhJYv0a41f8oU/oXobrl7LFVB/XOgc0HVVmEsuA=";"";"";"";"CENG 932";"2016PSC014";"";"";"Virement";"";"";"";"";"";"";"";"23/10/2020";"Oui";"Structure avec N° SIRET";"96850255900105";"EGIS RAIL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"FR06100019809";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"02/10/2020";"06/10/2020";"12/10/2020";"12/10/2020";"";"";"";"Structure avec N° SIRET";"81772368700015";"EY & ASSOCIES";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"5392.38";"6470.86";"6470.86";"6470.86";"";"";"1078.48";"Euro européen";"TVA sur les débits";"";"AtsVLxj33U+fg5NUclwNIeikTD8Df9KylPK7gxSpHP0=";"";"";"";"CBDC17566";"";"";"";"Virement";"";"";"";"";"";"";"AAA0091110000000640293";"27/10/2020";"Oui";"Structure avec N° SIRET";"35042262200166";"CEGEDIM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2020162";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"06/10/2020";"06/10/2020";"06/10/2020";"21/10/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"34962911300094";"ETAT D ESPRIT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"22760.66";"27312.8";"27312.8";"27312.8";"";"";"4552.14";"Euro européen";"TVA sur les encaissements";"";"D3d/HM6WFLE/qfm7q81tNCB/YKzVVdNQQXyZiKdxQjQ=";"";"";"";"CBDC 17249";"";"FR30056006420642309501153";"";"Virement";"";"";"";"";"";"";"";"21/10/2020";"Oui";"Structure avec N° SIRET";"34962911300094";"ETAT D ESPRIT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2020163";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"06/10/2020";"06/10/2020";"06/10/2020";"20/10/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"34962911300094";"ETAT D ESPRIT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"401.11";"481.33";"481.33";"481.33";"";"";"80.22";"Euro européen";"TVA sur les encaissements";"";"w0ihIswk9hBSm0+w2SEy+gwvD/uAKzhdJV5ceUPx9tE=";"";"";"";"CBDC 17247";"";"FR30056006420642309501153";"";"Virement";"";"";"";"";"";"";"";"20/10/2020";"Oui";"Structure avec N° SIRET";"34962911300094";"ETAT D ESPRIT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2020164";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"06/10/2020";"06/10/2020";"06/10/2020";"23/10/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"34962911300094";"ETAT D ESPRIT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"2632.28";"3158.74";"3158.74";"3158.74";"";"";"526.46";"Euro européen";"TVA sur les encaissements";"";"84DYveXkjKITd0B7wrDlQdJYhiqj3JE27oY+UesnzzQ=";"";"";"";"CBDC 17247";"";"FR30056006420642309501153";"";"Virement";"";"";"";"";"";"";"";"23/10/2020";"Oui";"Structure avec N° SIRET";"34962911300094";"ETAT D ESPRIT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2020165";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"06/10/2020";"06/10/2020";"06/10/2020";"23/10/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"34962911300094";"ETAT D ESPRIT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"11631.09";"13957.31";"13957.31";"13957.31";"";"";"2326.22";"Euro européen";"TVA sur les encaissements";"";"MUTbfS26ok6en3S/KDiRLKZuNmoNpHakqkzjmCvr+ug=";"";"";"";"CBDC 17247";"";"FR30056006420642309501153";"";"Virement";"";"";"";"";"";"";"";"23/10/2020";"Oui";"Structure avec N° SIRET";"34962911300094";"ETAT D ESPRIT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"FR06100019808";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"02/10/2020";"06/10/2020";"08/10/2020";"20/10/2020";"";"";"";"Structure avec N° SIRET";"81772368700015";"EY & ASSOCIES";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"4620.4";"5544.48";"5544.48";"5544.48";"";"";"924.08";"Euro européen";"TVA sur les débits";"";"0QnUNQEuGZDX3fGRfY8txEoCEcQSBGo0xVOSI8uHgR4=";"";"";"";"CBDC14943";"";"";"";"Virement";"";"";"";"";"";"";"AAA0091110000000640748";"20/10/2020";"Oui";"Structure avec N° SIRET";"35042262200166";"CEGEDIM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"FR06100019817";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"02/10/2020";"06/10/2020";"08/10/2020";"20/10/2020";"";"";"";"Structure avec N° SIRET";"81772368700015";"EY & ASSOCIES";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"132462.04";"158954.45";"158954.45";"158954.45";"";"";"26492.41";"Euro européen";"TVA sur les débits";"";"3NrhgkH6iPNre7rYiiX6Rb8xR2E4ZwkGn/6milRVO/8=";"";"";"";"CBDC19218";"";"";"";"Virement";"";"";"";"";"";"";"AAA0091110000000640713";"20/10/2020";"Oui";"Structure avec N° SIRET";"35042262200166";"CEGEDIM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"7/3549";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"30/09/2020";"06/10/2020";"06/10/2020";"23/10/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"40325111900042";"COORDINATION SANTE SECURITE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"13016.06";"15619.27";"15619.27";"15619.27";"";"";"2603.21";"Euro européen";"TVA sur les encaissements";"";"SXzkd7hkWDQWOTAERIn8TNmrcQE0+DPBPmS/TbUrWWo=";"";"";"";"CENG621";"2015PN007L03";"";"";"Virement";"";"";"";"";"";"";"";"23/10/2020";"Oui";"Structure avec N° SIRET";"40325111900042";"COORDINATION SANTE SECURITE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"F193W010020090091C";"Mise en paiement";"";"";"Facture";"Facture";"";"A12: Dépôt d'une facture par un cotraitant";"30/09/2020";"06/10/2020";"06/10/2020";"11/12/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"44283514600022";"TRANSPORT TERTIAIRE INDUSTRIE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"280894.26";"337073.12";"337073.12";"337073.12";"";"";"56178.86";"Euro européen";"TVA sur les encaissements";"";"sBSJUhUF8Z9gPBqRIZ3FHrBBDYm148sQEcrm9eAsDm4=";"";"";"";"CENG1146";"2016PN017";"FR10057190120007453830116";"";"Virement";"";"";"";"";"";"";"";"11/12/2020";"Oui";"Structure avec N° SIRET";"44283514600022";"TRANSPORT TERTIAIRE INDUSTRIE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Structure avec N° SIRET";"31398730700029";"SIETRA PROVENCE";"";"";"";
"202004223";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"06/10/2020";"06/10/2020";"06/10/2020";"14/10/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"SY01CPTCUST";"FIN DEPARTEMENT COMPTABILITE CLIENT";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1422552.79";"1707063.35";"1707063.35";"1707063.35";"";"";"284510.56";"Euro européen";"TVA sur les encaissements";"";"TGlHrB52hTaaSd8o4K9p5/CtF7uyxbeaoCDZmTuzWjc=";"";"";"";"CENG 1301";"2012PN006L02";"";"";"Virement";"";"";"";"";"";"";"";"14/10/2020";"Oui";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"F2010-420";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"05/10/2020";"06/10/2020";"06/10/2020";"10/10/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"48970774500019";"CLIC2WEB";"FR47489707745";"Gestion-ExploLab";"Gestion ExploLab";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"19721";"23665.2";"23665.2";"23665.2";"";"";"3944.2";"Euro européen";"TVA sur les encaissements";"";"jWgieGNp/ScMI/x3TIGMExuNcNa0X0KI3pi1L46OakA=";"";"";"";"CBDC 0018571";"2016PN005";"FR7630003033400002074302415";"SOGEFRPP";"Virement";"";"";"";"";"";"";"";"10/10/2020";"Oui";"Structure avec N° SIRET";"48970774500019";"CLIC2WEB";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"1";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/07/2020";"06/10/2020";"23/10/2020";"25/11/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"34996178900030";"FORET ENTREPRISE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"190573.16";"228687.79";"228687.79";"228687.79";"";"";"38114.63";"Euro européen";"TVA sur les encaissements";"";"uXtp00S1BtuyXCBmFh5oeRKnRs4rmt7okh0qGDd8uY0=";"";"";"";"CENG 1146";"2016PN017";"";"";"Virement";"";"";"";"";"";"";"";"25/11/2020";"Oui";"Structure avec N° SIRET";"34996178900030";"FORET ENTREPRISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20201004";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"06/10/2020";"06/10/2020";"07/10/2020";"30/10/2020";"05/11/2020";"";"";"Structure avec N° SIRET";"33055709100023";"SARL STAND EXPO DECO";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"3649.32";"4379.18";"4379.18";"4379.18";"";"";"729.86";"Euro européen";"TVA sur les encaissements";"";"f3ApU6bMIC07TQJYM+gXKns0qyfit6zIS+Xw8bJZwKM=";"";"";"";"CBDC 0015847";"2016AOO015";"";"";"Virement";"";"";"";"";"";"";"";"30/10/2020";"Oui";"Structure avec N° SIRET";"33055709100023";"SARL STAND EXPO DECO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"1084118";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"29/05/2020";"06/10/2020";"06/10/2020";"06/10/2020";"";"";"";"Structure avec N° SIRET";"79015131000030";"MEDIC CENTRE INDUSTRIE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt API autre que PDF et PDF signé unitaire ";"1003.08";"1203.7";"1203.7";"1203.7";"";"";"200.62";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CHMA 0009038";"";"";"";"Virement";"";"";"";"";"";"";"CPP0011113000000001320443";"15/12/2020";"Oui";"Structure avec N° SIRET";"79015131000030";"MEDIC CENTRE INDUSTRIE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"0057011006";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"05/10/2020";"06/10/2020";"06/10/2020";"01/12/2020";"";"";"";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"191705.25";"230046.3";"230046.3";"230046.3";"0";"Remise";"38341.05";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CHMA 0009043";"";"FR7610071750000000100004736";"TRPUFRP1";"Virement";"";"";"";"";"";"";"AAA0101100000000000170971";"01/12/2020";"Oui";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"0057011009";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"05/10/2020";"06/10/2020";"06/10/2020";"14/10/2020";"";"";"";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"499.09";"598.91";"598.91";"598.91";"0";"Remise";"99.82";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CBDC0019058";"";"FR7610071750000000100004736";"TRPUFRP1";"Virement";"";"";"";"";"";"";"AAA0101100000000000170971";"14/10/2020";"Oui";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"0057011007";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"05/10/2020";"06/10/2020";"06/10/2020";"16/10/2020";"";"";"";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"56798.54";"68158.25";"68158.25";"68158.25";"0";"Remise";"11359.71";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CHMA 0009121";"";"FR7610071750000000100004736";"TRPUFRP1";"Virement";"";"";"";"";"";"";"AAA0101100000000000170971";"16/10/2020";"Oui";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"0057011010";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"05/10/2020";"06/10/2020";"06/10/2020";"10/10/2020";"";"";"";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"117.41";"140.89";"140.89";"140.89";"0";"Remise";"23.48";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CBDC 17909";"";"FR7610071750000000100004736";"TRPUFRP1";"Virement";"";"";"";"";"";"";"AAA0101100000000000170971";"10/10/2020";"Oui";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"0057011008";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"05/10/2020";"06/10/2020";"06/10/2020";"04/11/2020";"";"";"";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"7399.54";"8879.45";"8879.45";"8879.45";"0";"Remise";"1479.91";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CHMA 0009183";"";"FR7610071750000000100004736";"TRPUFRP1";"Virement";"";"";"";"";"";"";"AAA0101100000000000170971";"04/11/2020";"Oui";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"0057011011";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"05/10/2020";"06/10/2020";"06/10/2020";"10/10/2020";"";"";"";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"15356.15";"18427.38";"18427.38";"18661.23";"233.85";"Remise";"3071.23";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CBDC 19210";"";"FR7610071750000000100004736";"TRPUFRP1";"Virement";"";"";"";"";"";"";"AAA0101100000000000170971";"10/10/2020";"Oui";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"T89/01238/20";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"30/09/2020";"06/10/2020";"08/10/2020";"14/10/2020";"";"";"";"Structure avec N° SIRET";"99882350431782";"ADECCO FRANCE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"7072.22";"8486.66";"8486.66";"8486.66";"0";"";"1414.44";"Euro européen";"TVA sur les encaissements";"";"E7YL+XRjhZIOcPrX4ZKtkypVN0/D+HYKaWFIMqig/TQ=";"";"";"";"CBDC 00019208";"";"FR7630003022800002031812139";"";"Virement";"";"";"";"";"";"";"AAA0421100000000005687785";"14/10/2020";"Oui";"Structure avec N° SIRET";"35042262200125";"CEGEDIM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"T89/01237/20";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"30/09/2020";"06/10/2020";"08/10/2020";"14/10/2020";"";"";"";"Structure avec N° SIRET";"99882350431782";"ADECCO FRANCE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"6756.42";"8107.7";"8107.7";"8107.7";"0";"";"1351.28";"Euro européen";"TVA sur les encaissements";"";"AEoQyyx/08bjRkD+UFxIcSKAb9MRRKHlR9L8AXvvOxA=";"";"";"";"CBDC 00019053";"";"FR7630003022800002031812139";"";"Virement";"";"";"";"";"";"";"AAA0421100000000005687784";"14/10/2020";"Oui";"Structure avec N° SIRET";"35042262200125";"CEGEDIM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20/10/180/656S";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"07/10/2020";"07/10/2020";"08/10/2020";"12/11/2020";"06/11/2020";"";"";"Structure avec N° SIRET";"39132579200029";"TEAM WORK";"FR65 391 325 792";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"14843.38";"17812.06";"17812.06";"17812.06";"";"";"2968.68";"Euro européen";"TVA sur les encaissements";"";"2EohcZccv0mkRBeXR87AN6ako7x8LjhUt/8kHfOAVYY=";"";"";"";"2 007 822";"2015AOO017";"FR7630003033920002028111302";"SOGEFRPP";"Virement";"";"";"";"";"";"";"";"12/11/2020";"Oui";"Structure avec N° SIRET";"39132579200029";"TEAM WORK";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IDF-2020-0503";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"30/09/2020";"07/10/2020";"07/10/2020";"12/11/2020";"06/11/2020";"";"";"Structure avec N° SIRET";"78972947200058";"ATIXIS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"5515.85";"6619.02";"6619.02";"6619.02";"";"";"1103.17";"Euro européen";"TVA sur les encaissements";"";"z29tgPyM0Fn6QLcbc7uFBhUFNgIGVH9q6m8Ngqhn/ds=";"";"";"";"2017MAPA005";"";"";"";"Virement";"";"";"";"";"";"";"";"12/11/2020";"Oui";"Structure avec N° SIRET";"78972947200058";"ATIXIS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2010512";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"05/10/2020";"07/10/2020";"07/10/2020";"04/11/2020";"06/11/2020";"";"";"Structure avec N° SIRET";"81267341600010";"MANIFESTO";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"3750";"4500";"4500";"4500";"";"";"750";"Euro européen";"TVA sur les encaissements";"";"jitVvb7X0FFFtLAI91qMPUV2uoB6xLxKpjPCqoWoisc=";"";"";"";"CBDC 16750";"2015AC02S05";"";"";"Virement";"";"";"";"";"";"";"";"04/11/2020";"Oui";"Structure avec N° SIRET";"81267341600010";"MANIFESTO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"AC02S05-0920-10";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"28/09/2020";"07/10/2020";"07/10/2020";"02/12/2020";"06/11/2020";"";"";"Structure avec N° SIRET";"81267341600010";"MANIFESTO";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"449.97";"539.96";"539.96";"539.96";"";"";"89.99";"Euro européen";"TVA sur les encaissements";"";"79Ncq6Hq4Gew4hlz1SWLuPRXvl1dXGSwn4zMvqCohYM=";"";"";"";"CBDC 16747";"2015AC02S05";"";"";"Virement";"";"";"";"";"";"";"";"02/12/2020";"Oui";"Structure avec N° SIRET";"81267341600010";"MANIFESTO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2005000157";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"05/10/2020";"07/10/2020";"08/10/2020";"20/10/2020";"06/11/2020";"";"";"Structure avec N° SIRET";"77566343801906";"REGIE AUTONOME DES TRANSPORTS PARISIEN PARIS 12";"";"CGF_CLIENT";"CGF COMPTABILITE CLIENTS";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"4877.97";"5853.56";"5853.56";"5853.56";"";"";"975.59";"Euro européen";"TVA sur les débits";"";"phPozv51I2s4lwSJl84DouDZ8KTaBRh6mTmOYCIw/Ig=";"";"";"";"CBDC0018989";"";"FR7631489000100025329474247";"BSUIFRPP";"Virement";"";"";"";"";"";"";"";"20/10/2020";"Oui";"Structure avec N° SIRET";"77566343801906";"REGIE AUTONOME DES TRANSPORTS PARISIEN PARIS 12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
